MIS_Status,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx
P I F,2558545009,M'Lach Enterprises LLC,CARMEL,CA,93923,BANK OF AMERICA NATL ASSOC,NC,531390,17354,2007,84,2,2,1,3,0,1,Y,N,17409,25500,0,15000,7500,1,0,0.5,0,2520,19929
P I F,3371065001,"PJBE NLRP, LLC",ENCINITAS,CA,92024,PLAZA BANK,CA,531210,17995,2009,300,1,1,1,1,0,1,N,N,18048,1665000,0,1665000,1498500,0,1,0.9,0,9000,27048
CHGOFF,1559255002,CHARLES A. HARMON DBA ADVANCED,SAN JOSE,CA,95123,CAPITAL ONE NATL ASSOC,VA,531210,16770,2006,55,1,1,2,1,0,1,N,N,16801,25000,0,25000,12500,0,0,0.5,0,1650,18451
CHGOFF,4068395008,"IAM-US, Inc.",VALLEY VILLAGE,CA,91607,JPMORGAN CHASE BANK NATL ASSOC,IL,531312,18389,2010,84,14,2,20,34,0,1,Y,N,18389,50000,0,50000,25000,1,0,0.5,0,2520,20909
P I F,6696444003,GO KEY WEST,SAN DIEGO,CA,92124,BANK OF AMERICA NATL ASSOC,NC,531311,15965,2003,84,1,1,1,1,1,1,Y,N,16130,50000,0,50000,25000,0,0,0.5,0,2520,18650
CHGOFF,1746135007,"EUNIQUESTAR, INC. DBA BW VENTU",GARDENA,CA,90249,CAPITAL ONE NATL ASSOC,VA,531390,16894,2006,64,5,1,3,5,0,1,N,N,16921,25000,0,25000,12500,0,0,0.5,0,1920,18841
CHGOFF,2432455000,Strickly's Inc.,ONTARIO,CA,91764,BANK OF AMERICA NATL ASSOC,NC,531210,17289,2007,55,9,1,0,9,0,1,T,N,17317,67328,0,50000,25000,0,0,0.5,0,1650,18967
P I F,2456356006,EL CHEAPO LIFTS,PICO RIVERA,CA,90660,BANC OF CALIFORNIA NATL ASSOC,CA,532310,17078,2007,120,8,1,0,8,1,1,0,N,17135,300000,0,300000,225000,0,0,0.75,0,3600,20735
CHGOFF,1292166006,CYNTHIA THUY VU,CONCORD,CA,94519,EAST WEST BANK,CA,531210,16868,2006,268,5,1,3,8,1,1,0,N,16891,394200,0,394200,295650,0,1,0.75,0,8040,24931
CHGOFF,1516595010,"Trinity Financial Group, Inc.",ESCONDIDO,CA,92026,BANK OF AMERICA NATL ASSOC,NC,531210,16735,2006,56,3,1,2,3,0,1,Y,N,16770,74300,0,74300,37150,0,0,0.5,0,1680,18450
P I F,2949456010,NATIONAL CONQUEST INC,ORANGE,CA,92868,"CITIBANK, N.A.",SD,531210,17395,2007,84,3,1,5,3,1,1,Y,N,17409,40000,0,40000,20000,0,0,0.5,0,2520,19929
P I F,2844575008,BENCHMARK REALTY & FINANCE,SAN JOSE,CA,95112,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17504,2008,84,2,1,0,2,0,1,Y,N,17531,50000,0,50000,25000,0,0,0.5,0,2520,20051
P I F,2913255000,MAISON REALTY SOLUTIONS INC,LA CANADA FLINTRIDGE,CA,91011,WELLS FARGO BANK NATL ASSOC,SD,531210,17549,2008,84,2,2,1,2,0,1,Y,N,17956,5600,0,5000,2500,1,0,0.5,0,2520,20476
P I F,5285894010,GATOR INVESTMENTS LLC,LOS ANGELES,CA,90019,CALIFORNIA BANK & TRUST,CA,531210,15419,2002,70,1,1,1,1,1,1,Y,N,15856,50133,0,30000,15000,0,0,0.5,1,2100,17956
P I F,4921344006,PREMIER RENTAL-PURCHASE INC,SACRAMENTO,CA,95833,BANK OF AMERICA NATL ASSOC,NC,532310,15237,2001,84,1,2,5,1,1,1,0,N,15279,280000,0,280000,210000,1,0,0.75,1,2520,17799
P I F,2455866004,LA MOTT 7 PROPERTIES,TEMECULA,CA,92592,MUFG UNION BANK NATL ASSOC,CA,531390,17078,2007,84,1,2,0,1,1,1,Y,N,17105,20100,0,10000,5000,1,0,0.5,0,2520,19625
CHGOFF,1919965008,Gabe Rosenberg Avalon,VALLEY VLG,CA,91607,BANK OF AMERICA NATL ASSOC,NC,531311,16995,2006,43,2,1,0,2,0,1,Y,N,17044,15000,0,10000,5000,0,0,0.5,0,1290,18334
CHGOFF,7951304010,SCOOTCAR RENTALS,SAN FRANCISCO,CA,94133,COMMUNITY W. BANK NATL ASSOC,CA,532292,16362,2005,129,3,1,0,3,1,1,0,N,16467,410000,0,410000,307500,0,0,0.75,0,3870,20337
CHGOFF,2069326008,MISSION REAL ESTATE,RIVERSIDE,CA,92505,SECURITY BANK OF CALIFORNIA,CA,531210,16945,2006,99,1,2,1,1,1,1,0,N,17013,60000,0,60000,30000,1,0,0.5,0,2970,19983
P I F,6641054007,CHANNEL ISLANDS BUILDING & DEV,OXNARD,CA,93036,CALIFORNIA BANK & TRUST,CA,531390,15946,2003,84,2,1,0,2,1,1,Y,N,17044,50000,0,50000,25000,0,0,0.5,0,2520,19564
CHGOFF,2432395006,Waterflys,ISLETON,CA,95641,BANK OF AMERICA NATL ASSOC,NC,532120,17289,2007,31,1,2,0,1,0,2,Y,N,17317,11987,0,8000,4000,1,0,0.5,0,930,18247
P I F,7490794002,L A LAWNMOWER,SIMI VALLEY (SIMI),CA,93065,BANK OF AMERICA NATL ASSOC,NC,532490,16224,2004,84,3,1,0,3,1,1,Y,N,16436,45000,0,45000,22500,0,0,0.5,0,2520,18956
CHGOFF,1350935004,Star Wheels,CHINO HILLS,CA,91709,BANK OF AMERICA NATL ASSOC,NC,531190,16610,2005,41,2,1,0,2,1,1,N,N,16648,81475,0,52500,26250,0,0,0.5,1,1230,17878
CHGOFF,5611144004,DROSCHER EQUIPMENT INC,REDDING,CA,96001,UMPQUA BANK,CA,532412,15565,2002,96,13,1,6,13,1,1,0,N,15613,1250000,0,1250000,937500,0,0,0.75,0,2880,18493
P I F,2061995009,"Better Model Realty,  Ltd.",SACRAMENTO,CA,95816,BANK OF AMERICA NATL ASSOC,NC,531210,17084,2007,84,1,2,0,1,0,1,Y,N,17105,13000,0,10000,5000,1,0,0.5,0,2520,19625
CHGOFF,2773566003,NICEA INTERNATIONAL INCORPORAT,LOS ANGELES,CA,90048,"CITIBANK, N.A.",SD,531210,17283,2007,58,2,1,4,2,1,1,Y,N,17470,109948,0,50000,25000,0,0,0.5,0,1740,19210
P I F,2715916003,VIDEO KAMRON,CORTE MADERA,CA,94925,MUFG UNION BANK NATL ASSOC,CA,532230,17240,2007,80,2,1,0,2,1,1,0,N,17256,200000,0,200000,150000,0,0,0.75,0,2400,19656
P I F,2950395006,Chub LLC dba Plot Brokers,LOS ANGELES,CA,90041,BANK OF AMERICA NATL ASSOC,NC,531210,17574,2008,84,8,1,0,8,0,1,N,N,17591,20000,0,20000,10000,0,0,0.5,0,2520,20111
CHGOFF,2784786005,"A SQUARED PROPERTY, INC",LOS ANGELES,CA,90048,"CITIBANK, N.A.",SD,531210,17290,2007,34,1,1,2,1,1,1,Y,N,17317,105000,0,50000,25000,0,0,0.5,0,1020,18337
P I F,1472284001,AJAX RENT A CAR,LOS ANGELES,CA,90004,WILSHIRE BANK,CA,532111,13737,1997,300,7,1,0,0,1,0,0,N,13910,720000,0,720000,540000,0,1,0.75,0,9000,22910
CHGOFF,2454026008,ADVANTAGE VALUATION INC,SAN DIEGO,CA,92109,U.S. BANK NATIONAL ASSOCIATION,OH,531320,17077,2007,287,6,1,0,6,1,1,0,N,17135,85000,0,120500,90375,0,1,0.75,0,8610,25745
CHGOFF,7360674003,DILBECK REALTORS,WALNUT,CA,91367,CALIFORNIA STATEWIDE CERT. DEV,CA,531312,16177,2004,240,600,1,100,0,1,1,0,N,16329,756000,0,757000,757000,0,1,1,0,7200,23529
CHGOFF,2511455009,Select Biz Sales,MANHATTAN BEACH,CA,90266,BANK OF AMERICA NATL ASSOC,NC,531390,17330,2007,59,4,1,0,4,0,1,N,N,17347,80000,0,50000,25000,0,0,0.5,0,1770,19117
P I F,3439963005,HODGE TRUCKING,BLUE LAKE,CA,95525,U.S. BANK NATIONAL ASSOCIATION,OH,532120,10722,1989,24,3,1,0,0,0,0,N,N,10804,49500,0,49500,44550,0,0,0.9,0,720,11524
P I F,6420884005,ROGER M ANDERSON EPC TO CAPITA,PLACENTIA,CA,92870,PACIFIC WESTERN BANK,CA,531190,15874,2003,300,4,1,4,4,1,1,0,N,15917,465000,0,465000,348750,0,1,0.75,0,9000,24917
P I F,1056816009,RENAISSANCE,STUDIO CITY,CA,91604,JPMORGAN CHASE BANK NATL ASSOC,NV,531210,16849,2006,84,3,2,0,3,1,2,Y,N,16860,59450,0,30000,15000,1,0,0.5,0,2520,19380
CHGOFF,7636764008,OLSEN APPRAISAL SERVICE,BAKERSFIELD,CA,93306,CAPITAL ONE NATL ASSOC,VA,531320,16275,2004,29,1,1,0,1,1,1,0,N,16405,50000,0,50000,25000,0,0,0.5,0,870,17275
P I F,1695765007,ACT FAST INC.,RANCHO SANTA MARGARITA,CA,92688,CAPITAL ONE NATL ASSOC,VA,531210,16867,2006,61,1,1,0,1,0,1,N,N,16891,50000,0,50000,25000,0,0,0.5,0,1830,18721
P I F,5472824006,CALSCAN MEDICAL ENTERPRISES IN,ANAHEIM,CA,92806,WELLS FARGO BANK NATL ASSOC,SD,532490,15510,2002,96,9,1,0,0,1,1,0,N,15521,150000,0,150000,75000,0,0,0.5,0,2880,18401
P I F,9860074006,"CERNA GP,ELAN REAL ESTATE MGT'",SAN JOSE,CA,95112,SBA - EDF ENFORCEMENT ACTION,CO,531210,16835,2006,240,6,1,4,6,1,1,0,N,17239,721000,0,721000,721000,0,1,1,0,7200,24439
CHGOFF,2343775000,"Savant Estates, Inc.",SANTA BARBARA,CA,93105,BANK OF AMERICA NATL ASSOC,NC,531210,17246,2007,55,2,2,0,2,0,1,N,N,17286,22000,0,12000,6000,1,0,0.5,0,1650,18936
CHGOFF,2400215004,"North Horn Financial, Inc. dba",SAN JOSE,CA,95120,BANK OF AMERICA NATL ASSOC,NC,531210,17274,2007,84,2,1,0,2,0,1,Y,N,17286,73750,0,35000,17500,0,0,0.5,0,2520,19806
P I F,7322134004,THE WALLACE FAMILY REVOCABLE L,BETHEL ISLAND,CA,94511,HERITAGE BANK OF COMMERCE,CA,531210,16162,2004,300,6,1,0,6,1,1,0,N,16222,187500,0,187500,140625,0,1,0.75,0,9000,25222
CHGOFF,1015066002,SUPERIOR BROKERS REALTY,HUNTINGTON PARK,CA,90255,U.S. BANK NATIONAL ASSOCIATION,OH,531210,16841,2006,269,2,1,0,2,1,1,0,N,16860,297500,0,297500,223125,0,1,0.75,0,8070,24930
CHGOFF,2939624006,AMCO RENTS AND SALES INC A CAL,LOS ANGELES,CA,90025,BANK OF AMERICA CALIFORNIA N.A,CA,532420,14377,1999,15,17,1,3,17,1,0,0,N,14425,750000,0,750000,562500,0,0,0.75,0,450,14875
CHGOFF,5290394007,INTERNATIONAL AUDIO VISUAL SER,SAN DIEGO,CA,92108,CALIFORNIA BANK & TRUST,CA,532230,15421,2002,36,7,1,2,7,1,1,T,N,15460,25000,0,25000,12500,0,0,0.5,0,1080,16540
CHGOFF,6860944003,DOUG GONZALES REALTOR,ELK GROVE,CA,95624,BANK OF AMERICA NATL ASSOC,NC,531210,16008,2004,54,3,1,0,3,1,1,T,N,16039,9576,0,10000,5000,0,0,0.5,1,1620,17659
P I F,6582884008,BEACON REALTY,LONG BEACH,CA,90804,BANK OF AMERICA NATL ASSOC,NC,531390,15929,2003,84,3,1,1,3,1,1,Y,N,15948,8600,0,8600,4300,0,0,0.5,0,2520,18468
P I F,9141174005,RAENA LYNN & ASSOCIATES,PLEASANT HILL (PLEASANT HILLS),CA,94523,MORTGAGE CAP. DEVEL CORP,CA,531320,16709,2005,240,2,1,1,0,1,1,0,N,16812,372000,0,372000,372000,0,1,1,0,7200,24012
P I F,6251644001,JNJ BUSINESS INC,PASADENA,CA,91106,UNITI BANK,CA,531390,15811,2003,84,2,1,0,2,1,1,Y,N,15825,97500,0,50000,25000,0,0,0.5,0,2520,18345
CHGOFF,2615624010,ALICIA'S VIDEO EXPRESS/LAUNDRY,OLIVEHURST,CA,95961,BANK OF THE WEST,CA,532230,14229,1999,300,4,1,0,0,1,0,N,N,14275,150800,0,150800,113100,0,1,0.75,0,9000,23275
P I F,1733575000,JON F WALTERS,OCEANSIDE,CA,92056,U.S. BANK NATIONAL ASSOCIATION,OH,531312,16887,2006,84,1,1,1,2,0,1,Y,N,17044,118885,0,49000,24500,0,0,0.5,0,2520,19564
P I F,2514106000,LREG INC,VALENCIA,CA,91355,MISSION VALLEY BANK,CA,531210,17111,2007,72,9,1,0,9,1,1,T,N,17135,49190,0,25000,12500,0,0,0.5,0,2160,19295
P I F,2970175007,BARRETTA PROPERTY SERVICE,BURLINGAME,CA,94010,U.S. BANK NATIONAL ASSOCIATION,OH,531311,17587,2008,84,2,1,0,2,0,1,Y,N,18048,80606,0,40000,20000,0,0,0.5,0,2520,20568
P I F,9068004003,SIERRA TAHOE CONCRETE PUMPING,MARKLEEVILLE,CA,96120,U.S. BANK NATIONAL ASSOCIATION,OH,532490,16674,2005,84,2,1,0,2,1,2,Y,N,16832,32388,0,10000,5000,0,0,0.5,0,2520,19352
P I F,6626984006,"DEVELOPLUS, INC.",CORONA,CA,92880,CDC SMALL BUS. FINAN CORP,CA,531312,15943,2003,240,6,1,5,0,1,1,N,N,16084,502000,0,502000,502000,0,1,1,0,7200,23284
P I F,6241054008,DIGITAL VIDEO GAMES,SANTA CLARITA,CA,91351,INNOVATIVE BANK,CA,532230,15806,2003,84,1,1,0,1,1,1,0,N,15825,5000,0,5000,2500,0,0,0.5,0,2520,18345
P I F,2263646003,EXPRESS APPRAISAL SERVICES,CUPERTINO,CA,95014,JPMORGAN CHASE BANK NATL ASSOC,IL,531320,17007,2006,84,2,1,0,2,1,2,Y,N,17013,70460,0,25000,12500,0,0,0.5,0,2520,19533
CHGOFF,1137605000,"Rent 4 Less, Inc.",Fullerton,CA,92831,CALIFORNIA BANK & TRUST,CA,532112,16427,2005,42,7,1,0,0,1,1,N,N,16436,100000,0,100000,50000,0,0,0.5,1,1260,17696
CHGOFF,8394103003,OMNI RENT-A-CAR INC,BREA,CA,92621,COMPASS BANK,CA,532111,12939,1995,300,20,1,0,0,1,0,N,N,13087,244836,0,244836,183627,0,1,0.75,0,9000,22087
P I F,1499685010,"John Altamura and Associates,",MANHATTAN BEACH,CA,90266,BANK OF AMERICA NATL ASSOC,NC,531210,16723,2006,84,1,1,0,1,0,1,Y,N,16770,329825,0,100000,50000,0,0,0.5,0,2520,19290
CHGOFF,7335484003,DB REAL ESTATE & MORTGAGES INC,RIVERSIDE,CA,92506,BANK OF AMERICA NATL ASSOC,NC,531210,16168,2004,32,5,1,5,10,1,1,T,N,16191,13200,0,13200,6600,0,0,0.5,0,960,17151
CHGOFF,9500644007,CONEJO VALLEY REALTY LLC,AGOURA HILLS,CA,91301,JPMORGAN CHASE BANK NATL ASSOC,IL,531210,16792,2006,28,3,2,1,3,1,2,Y,N,16801,54783,0,20000,10000,1,0,0.5,1,840,17641
P I F,5070954007,RITCHIE COMMERCIAL,SAN JOSE,CA,95113,BAY AREA EMPLOYMENT DEVEL CO,CA,531210,15308,2002,240,9,1,2,7,1,1,N,N,15384,732000,0,732000,732000,0,1,1,0,7200,22584
P I F,3549373006,CALIFORNIA AJAX-RENT-A-CAR,BEVERLY HILLS,CA,90211,INTERNATL CITY BANK NATL ASSOC,CA,532112,10871,1990,120,7,1,0,0,1,0,N,N,10988,550000,0,550000,465850,0,0,0.847,0,3600,14588
CHGOFF,1939816002,PROVIDENCE REAL ESTATE SERVICE,SAN JOSE,CA,95148,AURORA BANK FSB,CO,531210,16925,2006,279,12,1,0,12,1,1,0,N,16952,441000,0,441000,330750,0,1,0.75,0,8370,25322
P I F,3341084010,HOME FUNDERS FINANCIAL,UNION CITY,CA,94587,LOANS FROM OLD CLOSED LENDERS,DC,531210,14550,2000,300,10,1,6,16,1,1,0,N,14578,427500,0,427500,320625,0,1,0.75,0,9000,23578
P I F,5696164008,GALLERY PROPERTIES,LA JOLLA,CA,92037,WELLS FARGO BANK NATL ASSOC,CA,531210,15599,2002,60,2,1,0,2,1,1,Y,N,15736,43978,0,25000,12500,0,0,0.5,1,1800,17536
P I F,5357424009,BUCKINGHAM PROPERTY MANAGEMENT,FRESNO,CA,93702,"WACHOVIA SBA LENDING, INC.",CA,531311,15454,2002,288,16,1,0,16,1,1,0,N,15491,169300,0,169300,126975,0,1,0.75,0,8640,24131
CHGOFF,2907026001,PRIDENET.NET,BREA,CA,92821,"CITIBANK, N.A.",SD,531210,17367,2007,49,6,1,1,6,1,1,Y,N,17378,50000,0,50000,25000,0,0,0.5,0,1470,18848
CHGOFF,3044996008,NOW ON DVD,CARSON,CA,90745,JPMORGAN CHASE BANK NATL ASSOC,IL,532230,17469,2008,59,5,1,0,5,1,1,Y,N,17470,175524,0,50000,25000,0,0,0.5,0,1770,19240
P I F,2877726008,WORLD ESTATE INVESTMENT INC,ANTIOCH,CA,94531,"CAPITAL ACCESS GROUP, INC.",CA,531210,17346,2007,240,2,1,4,0,1,1,0,N,17484,268000,0,268000,268000,0,1,1,0,7200,24684
CHGOFF,2540455008,JANE LYLA OBERG DBA ISLAND MOR,BETHEL ISLAND,CA,94511,CAPITAL ONE NATL ASSOC,VA,531210,17344,2007,84,1,1,0,1,0,1,N,N,17378,15000,0,15000,7500,0,0,0.5,0,2520,19898
P I F,2819075009,"FIRST ASIA MORTGAGE, INC.",MILLBRAE,CA,94030,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17489,2008,59,12,1,0,12,0,1,Y,N,17500,195266,0,100000,50000,0,0,0.5,0,1770,19270
CHGOFF,1757185006,Mielko Realty,SANTA BARBARA,CA,93140,BANK OF AMERICA NATL ASSOC,NC,531210,16901,2006,48,3,1,0,3,0,1,Y,N,16952,15100,0,10000,5000,0,0,0.5,0,1440,18392
CHGOFF,2117595007,Celeste Asaro,SAN DIEGO,CA,92101,U.S. BANK NATIONAL ASSOCIATION,OH,531390,17114,2007,52,1,1,1,2,0,1,Y,N,17166,40212,0,20000,10000,0,0,0.5,0,1560,18726
P I F,4568874010,SARDON LLC,WOODLAND HILLS,CA,91364,MUFG UNION BANK NATL ASSOC,CA,532299,15134,2001,300,13,1,4,13,1,1,0,N,15156,864000,0,864000,648000,0,1,0.75,0,9000,24156
CHGOFF,1313825007,GOLYER'S FINANCIAL GROUP,IRVINE,CA,92612,CAPITAL ONE NATL ASSOC,VA,531210,16580,2005,43,2,1,0,2,1,1,N,N,16617,25000,0,25000,12500,0,0,0.5,1,1290,17907
P I F,2259186004,MR VIDEO & VIDEO FOX #2,SAN BERNARDINO,CA,92404,BBCN BANK,CA,532230,17006,2006,60,2,1,2,2,1,1,0,N,17013,100000,0,100000,50000,0,0,0.5,0,1800,18813
P I F,5691804000,LOAN PROFESSORS INC,SAN JOSE,CA,95112,"WACHOVIA SBA LENDING, INC.",CA,531210,15596,2002,300,3,1,0,3,1,1,0,N,15613,725000,0,725000,543750,0,1,0.75,0,9000,24613
CHGOFF,2686796004,QUANTUM REAL ESTATE,SAN DIEGO,CA,92129,MUFG UNION BANK NATL ASSOC,CA,531210,17220,2007,64,2,1,0,2,1,1,Y,N,17225,49773,0,25000,12500,0,0,0.5,0,1920,19145
P I F,3637866010,INNOVISION MEDIA GROUP,SIGNAL HILL,CA,90744,FIRST MERCHANTS BANK NATL ASSO,IN,532210,17890,2009,84,4,1,1,4,1,1,0,N,17928,200000,0,200000,150000,0,0,0.75,0,2520,20448
CHGOFF,2720686000,BLUE WATER PARTY RENTALS,SOUTH SAN FRANCISCO,CA,94080,FIRST NATL BK OF NORTHERN CALI,CA,532299,17245,2007,85,11,1,2,11,1,1,0,N,17286,100000,0,100000,85000,0,0,0.85,0,2550,19836
P I F,7995924010,BANANA VIDEO/HOLLYWOOD YOGURT,LA MESA,CA,91942,CALIFORNIA BANK & TRUST,CA,532230,16370,2005,120,2,2,12,2,1,1,0,N,16405,131000,0,131000,111350,1,0,0.85,0,3600,20005
P I F,9132364001,RIVAUX LLC,NAPA,CA,94558,"CITIBANK, N.A.",SD,531210,16708,2005,84,1,1,0,1,1,1,Y,N,16770,177008,0,75000,37500,0,0,0.5,0,2520,19290
CHGOFF,2867095009,"NJG ENTERPRISES, INC.",SAN MARCOS,CA,92078,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17517,2008,84,3,2,0,3,0,1,Y,N,17928,20100,0,20000,10000,1,0,0.5,0,2520,20448
CHGOFF,2223676007,MLJ & ASSOCIATES,CERRITOS (DAIRY VALLEY),CA,90703,BANCO POPULAR NORTH AMERICA,NY,531390,16994,2006,0,4,1,4,4,1,1,Y,N,17044,101056,0,50000,25000,0,0,0.5,0,0,17044
P I F,7520534007,ADZ CORPORATION,ROSEVILLE,CA,95661,WELLS FARGO BANK NATL ASSOC,SD,531210,16237,2004,59,58,1,2,7,1,1,Y,N,16314,91075,0,40000,20000,0,0,0.5,0,1770,18084
CHGOFF,7319124000,ULRICH & ASSOCIATES,SAN DIEGO,CA,92131,BANK OF AMERICA NATL ASSOC,NC,531210,16162,2004,84,19,1,0,19,1,1,Y,N,16191,31500,0,23000,11500,0,0,0.5,0,2520,18711
P I F,6972824007,STEVE ABRAHAM & PROPERTY GROUP,NEWPORT BEACH,CA,92660,BANK OF AMERICA NATL ASSOC,NC,531210,16037,2004,20,2,1,0,2,1,1,N,N,16070,25500,0,25500,12750,0,0,0.5,0,600,16670
P I F,4292174010,ANGELLO'S ATV,OCEANO,CA,93401,COAST NATIONAL BANK,CA,532292,15015,2001,300,10,1,0,0,1,2,N,N,15065,409500,0,409500,307125,0,1,0.75,0,9000,24065
CHGOFF,2532505010,"RH Brokerage Services,  Inc.",LOS ANGELES,CA,90007,BANK OF AMERICA NATL ASSOC,NC,531210,17339,2007,59,8,1,0,8,0,1,N,N,17378,135151,0,100000,50000,0,0,0.5,0,1770,19148
P I F,2173334008,ARMCO MANGEMENT INC.,SAN FRANCSICO,CA,94134,FIRST NATL BK OF NORTHERN CALI,CA,531110,14062,1998,300,7,1,0,0,1,0,N,N,14213,188000,0,200000,150000,0,1,0.75,0,9000,23213
P I F,1653445007,All Equipment Leasing LLC,BEVERLY HILLS,CA,90210,BANK OF AMERICA NATL ASSOC,NC,532310,16840,2006,72,4,2,0,4,0,1,Y,N,16860,35600,0,20000,10000,1,0,0.5,0,2160,19020
P I F,5160044009,KAPUR TRUST,YORBA LINDA,CA,92886,CALIFORNIA BANK & TRUST,CA,531210,15356,2002,204,2,1,0,2,1,1,0,N,15371,218900,0,218900,142285,0,0,0.65,0,6120,21491
P I F,2864244004,COMMERCIAL REAL ESTATE APPRAIS,SAN MARCOS,CA,92069,PACIFIC WESTERN BANK,CA,531210,14333,1999,300,8,1,0,8,1,0,0,N,14395,158500,0,158500,118875,0,1,0.75,0,9000,23395
CHGOFF,8963394006,GABRIEL N ESTEBAN,LA JOLLA,CA,92037,MUFG UNION BANK NATL ASSOC,CA,531210,16617,2005,84,1,1,0,0,1,1,Y,N,16648,54691,0,30000,15000,0,0,0.5,0,2520,19168
CHGOFF,2198595008,"A J Investment Enterprises, LL",LANCASTER,CA,93534,BANK OF AMERICA NATL ASSOC,NC,531390,17164,2007,65,3,1,2,3,0,1,Y,N,17197,35000,0,35000,17500,0,0,0.5,0,1950,19147
P I F,9187394007,BALBOA NEWPORT REALTY INC,NEWPORT BEACH,CA,92663,WELLS FARGO BANK NATL ASSOC,SD,531210,16730,2006,84,2,1,0,2,1,2,0,N,16770,145800,0,150000,127500,0,0,0.85,0,2520,19290
P I F,1488884009,ADVANCED MANAGEMENT COMPANY,LAKE FOREST,CA,92630,MERRILL LYNCH BANK USA,UT,531110,13744,1997,300,130,1,0,0,1,0,0,N,13787,369000,0,369000,276750,0,1,0.75,0,9000,22787
CHGOFF,2554946010,ECLYPSE FINANCIAL GROUP AND EC,VENTURA (CORPORATE NAME SAN BU,CA,93001,"CITIBANK, N.A.",SD,531210,17135,2007,70,3,1,0,3,1,1,Y,N,17286,19000,0,10000,5000,0,0,0.5,0,2100,19386
CHGOFF,2273165009,"KEITH N. ANDERSON, INC.",PETALUMA,CA,94954,CAPITAL ONE NATL ASSOC,VA,531311,17210,2007,69,2,1,0,2,0,1,Y,N,17317,100000,0,50000,25000,0,0,0.5,0,2070,19387
P I F,5337164006,VALLEY RENTS & READY MIX,ROSEVILLE,CA,95661,AMERICAN RIVER BANK,CA,532310,15442,2002,120,6,1,0,0,1,1,N,N,15674,925000,0,925000,693750,0,0,0.75,0,3600,19274
CHGOFF,1169845007,Luna Terra LLC,COTATI,CA,94931,BANK OF AMERICA NATL ASSOC,NC,531210,16461,2005,19,1,2,0,1,1,1,Y,N,16495,23282,0,10000,5000,1,0,0.5,0,570,17065
P I F,4533573007,ROBO VIDEO,ORANGEVALE,CA,95662,LOANS FROM OLD CLOSED LENDERS,DC,532230,11528,1991,120,2,2,0,0,1,0,N,N,11626,94000,0,94000,75200,1,0,0.8,0,3600,15226
P I F,5006613009,HOME VIDEO STORES,TWIN PEAKS,CA,92391,GE CAP. SMALL BUS. FINAN CORP,TX,532230,11935,1992,300,13,1,0,0,1,0,N,N,11992,130000,0,130000,117000,0,1,0.9,0,9000,20992
P I F,7824123005,PLACER TV INC,SACRAMENTO,CA,95825,WELLS FARGO BANK NATL ASSOC,SD,532230,12743,1995,300,2,1,0,0,1,0,N,0,12814,500000,0,500000,350000,0,1,0.7,0,9000,21814
CHGOFF,2518176007,VIBRIDA INC,CULVER CITY,CA,90230,JPMORGAN CHASE BANK NATL ASSOC,IL,531312,17113,2007,59,8,1,4,8,1,2,Y,N,17135,158329,0,50000,25000,0,0,0.5,0,1770,18905
P I F,4180865007,"ACTION THEATRICAL SERVICES, IN",SUN VALLEY,CA,91352,SOUTH CNTY BANK NATL ASSOC,CA,532490,18469,2010,84,3,1,1,3,0,1,N,N,18506,205000,0,205000,153750,0,0,0.75,0,2520,21026
P I F,9364843006,COUNTRY HOME VIDEO,CLOVIS,CA,93611,CALIFORNIA BANK & TRUST,CA,532230,13325,1996,120,6,2,0,0,1,0,0,N,13422,65000,0,65000,52000,1,0,0.8,0,3600,17022
P I F,3085964003,LAUNDERLAND TELEGRAPH,OAKLAND,CA,94609,WELLS FARGO BANK NATL ASSOC,CA,532112,14452,1999,120,3,1,0,2,1,1,0,N,14487,180000,0,180000,135000,0,0,0.75,0,3600,18087
P I F,8661894008,PLEASANTON RENTALS INC.,PLEASANTON,CA,94588,MORTGAGE CAP. DEVEL CORP,CA,532310,16497,2005,240,16,1,6,0,1,1,0,N,16721,1234000,0,1257000,1257000,0,1,1,0,7200,23921
P I F,6384434001,SELECT VIDEO,PLACERVILLE,CA,95667,SBA - EDF ENFORCEMENT ACTION,CO,532230,15862,2003,240,14,1,0,1,1,2,0,N,15993,127000,0,136000,136000,0,1,1,0,7200,23193
P I F,6102604007,ANTELOPE RENT A CAR,ANTELOPE,CA,95843,WELLS FARGO BANK NATL ASSOC,CA,532111,15750,2003,36,1,1,0,1,1,1,Y,N,15795,52656,0,35000,17500,0,0,0.5,0,1080,16875
P I F,1891726010,C J HOLMES INVESTMENT BROKER (,SANTA ROSA,CA,95401,"CAPITAL ACCESS GROUP, INC.",CA,531210,16919,2006,240,1,1,9,0,1,1,0,N,16994,454000,0,454000,454000,0,1,1,0,7200,24194
